Text,Date
mbined ijL Standard Set Sif d AutnStrop Kaaor twalrm bind and nolmctai 7 leather a trop apaciallj ifc praparad In aoft laathar oaaa ralrat linad onmai i black maroon rad groan 01 blue Fir a Dollata,1920\12\15
UfcLlMA AFGAR tins taken ork hy Telraram rj Monmi i CREHCH B wSIIRM icave I APOL LU Vv FRANCES WHITE HammerstPln musicomedy j I I M M I E I Willi UKV H A Utar ast I N l I NMa BO FM TINNEY 11 ammersi eln Musiiilrl TICKLE ME Timrt Sn 1 8 i imes ts Th irs to Florence Reed,1920\12\16
r i N a nl from xnio Hamilton a latn t Novt l Til K riant I jl W Ifn rTvoli OwW MdfoM i FiMudlon The Jucklins with MONTR THAT A Parti umn niVOM N OKI HKaTH DIALTO DOROTHY GISH Tlmna Sq In FLYINO PAT A Paramount Pifturt FAMOUS OH IIKHTKA FOURTH BILTMORE FRIDAY MORN1NO Grind Ballroom Hntrl Itlltmor Friday Morning at 11 FITZIU MARTINELLI BOCHCO In at niltnioro Bn Offlro Balrony 1 1 I lat Johnaton Knnh llano i Aooitan Ha Hon Ijvr T r a 1 t JOHN FINNEGAN Tenori let IMna Davta amn a Hamlin Bw i,1920\12\16
LONCACRF KA W5SSir1 ho Kcitrnini Nftwic l Comedy PattIR 8S REPUBLIC Daddy DumpKns wim k fMaxine Elliott Mau JITj 5th SPANISH MONTH M0R0SC0M Mi femStWBROAET HBavS dJ t IThiirs Kri I 1 M VTINKKS I Moats Xow on Sain,1920\12\16
MARRIED r TAMONI December 14 1 tin First HaptUt fhubch by the runi A i tiAiirhtar f mrt Mr Alfreil Wrtnlit to Wallaw died7 Ii itrnh p leaaaw labrtalla Isabel It Kelsay Henry II W Uwrencfc Sophia ampbell Samual ran Chapman i v Lurdrmann Albert d Torres rial 3 Millar Arthur HI v William M Mnlr William Elisabeth Vlghtln al Jama Fran ollnl N arson William Franchl Anrmla Flnsennw Ma rranV Maria Puller Matilda 8 pahnerlt Mary tlarillnar tlmr 8 theer flertha Oorbat Olorla Bchoylar EJIan rm vl II nry H Mary MacM Tanf Hnk SparKa Arms llaarl on Mary E Elisabeth 11 Thompson Marl C,1920\12\16
1U LI I H Arrived Mr Kaattvood v if Ik 1 MM INGHAM I Sailort atr Wntorniry New York I PAULICK Dc Arrived atr Keuse New Sailed Hth atr Adra Rrl Hampton Roada Pec 11 Sal d atr Booral Brl Rooton LA PLATA Deo 13 Sailed atr Vauban Br New York ITKAMSHIPS RXrtJRMONS and TOCRS Mr,1920\12\16
MEW YUKK 1U KUITEKDAM VIA PLYMOUTH Noon 0 NDAM Noon 8 Mar 19 ROTTERDAM Noon 25 Mar 1 Apr Noon Apr 2 May 7 jenrral Ptiwnpr Offirr 24 Slatr Y Swedish American LlNf Karl an NaraAan Aarwar n raaaa flolanil Raola ttnaaaf fto IWrart to MOOKItN STKAMKRS t I AO Frb If STOCKHOLM Will 21 Mnr IP loparlar A aaiaiataUant 1st MAM Ctaoo Ottooo 4 CMaia itta icooic 1 A MBorrnuuinDAK crows bv R I M 8 CARONIA PVNARO LINE S I NM V rk January I5th mil i Moot ahoro rxcurrlona I rilOMAs ftOK A SOV l I llrnuilnm Fifth Xrrnna,1920\12\16
Tli latrst flrrproof npartinont Hotal now iipfn StlllM of Knomo or moro on n joarl r lra o unfnmNhod Itontala Rpn inu oloootr NITKItlOtt IMC TAt7ltAXT At o 1 motor Sulto ronnn main floor i Unilwr no mo manafmont llntol I Langdim fith Av 0 fifth If 1 A I NOttTIII IIN HOTKI III IVnl HOT I NKTHKHUND 5th Arr al M SI HOT El HHRTTON HALL 10th Rt ami Wmadarar An a lvertii m0ni ii tKo Lout nntt Found catumno of Tit It NEW YORK II Kit A offere n reol recovering your to at properly,1920\12\16
wn v Lu mwgu S kB tK PlETHirCHEN OrcUfsha i Family Patrorv qe Irvvitcd CLHanstcim Lyman JWv acus Pr d nt S Rnsfiton Caxino Year 77 San i 4 Jn Atlantic Ci iy its fhe SMffy Wk r iMACK eo ti,1920\12\16
Eouu I n VARVLinA OPIII TO MAT lAbolf Ololf Riiftnc KD1IUND PviUMyh iia Tbc cnfv ooH w j wtntor ratra IlnofctM L A Attrrm Be mint The friraf Winter Resort PRINCESS HOTEL BERMUDA IIODVH A rWHtUNiKIt Bntmcrt tr on tin Mario r A 0111111 40 l KC TU MAY 1 ft a hed hp Ht amara nf lltrmudi Una Whitehall Bt N forto Itlro ONOAOO IIOTPt nn Ptrlo lilco The Ideal llotel of the Trap Nftlenrtl folf eourae Tennla Purf limiting CtlIMn and at rvlca of hlgheat claaa An oifvpffiMinynf In the Lost on FnnnA roltttnn THK NEW YOIil offern n real potniHHty recovering your lost property,1920\12\16
i i d en r Krn p cIi im WCOO l w Tjl Morn 5 n whitk HONW y KIUAtmCK IkM Hill M In fWHh llMtain IIIipp In Nnrllt ftlirr j j ll i IV l till Una M llormigli f llrwokljrn Nnl or Itnnl JOHN HEIS CO HKAIj KPTATK AND Speciiliiti in Properties t i t i i i t i4i 1 I ATRIISH 1 nm CorlHynu Until 1 I iro T l IIFInt llnrimgli of II ur M nutrs a ims sumit mi iiaavio UU5ta h Ufl J t Jinnlm ESTaTE OUT OF CITY I nn ItlnnA ftnl nr Rent i All Vnnr Anhnrhnn ltnm j itl llm xhaff nnd llriftilwitlnx ltttV1V Tr t n T Atww DO I l MANOR IIAM II T l j I,1920\12\16
WALTER BAKER 1M tlrnnil Nrwnrk M Mi II In Minnro t pit ft pa If rcrlj will Imllrt to ROMA IVTMW COMPANY Ti C NEW FACTORIES Tnrro on rtnrjr bulldlnn at flound I J 4 rallroada ulillng all motrletoil rll or l M STATFS llotind J 7 1 H JTJaM Cvcrjrw mro J JoviMinl s Hulldlnc i i i y Itionn ttcrion 0OIHI I TOIIY M i iAI fill A 1KKMtllMiK iII ftrrwd Nrwurtt Factories I l A l IBIS i r i run II llrrn 1 t Nrwnrh i lt in I Spr Inll t li I P Ifti HAS Fmrtorloft Anywhort CO In Nrftv Jurftajr s Hrwiil M Noworh Mlhrrry ICti hrvcv Newini Inc B h Aro Trl Jfl rrmhlvTo Ine fndwitrlal YVntrrfrontft 6 Curtlaodt at Cort M 1 V,1920\12\16
I interview rwiuiren tw ninn Phone Vonkera 5414 ROCKJ AND MANOR Rockland av Mami roneck winter home electricity h water tjeatlntr and hatha excellent tablt own cowe and chlrkena rara e adjolnlr hlfh arhool rood roirmvitlnf dlatanc Rhone htr Mamaroneok,1920\12\16
MI Bust Tiler Munnurr 1191 t nn Rlst t Phone I LA NO A T MKrn 5m h CO KMPI OVMKNT IKKSCTj WMT 13D K IRPO v families Ith b t lo hnmbertriRlde waitrener kltrhenmald laundree anverneeeee nur hon p4rorkrr Itr Sn braneh offlO AT MlSB liOT M AVKR S AOKNrr 10 41d third floor Conk Prole tH it ltr e PmteKtanl parlommOlH children nurse butler and parlormaid beuaowerkara bulla,1920\12\16
I r TT omi nw n lipnv r muff to mufti 1 not f r nt r for no rt r Apt tA Hintoon pint WaAoworth rritr it 0 1 on t ai o i itniman 1133 n ror worn Mr PAHR 223 2ft Apartmant 400 rom r nrnadway now Al roAt Paryaln mortal Phona Buahwtck 3423 for appolntmnt RTfSSoSr Ttay paI trtmmM With qulrwl rnrrlflrn Morn 0T4O Apt RK VRffrrrnK rorfoonratoil or nflnltihH hl h I i l rt nor IAIUP MANLRY MANUFACTUniNO NO on OUT Altera lik,1920\12\16
s m Mointon I K n o Vhliomh In dutv a ynn Frarv I flHd modjrjl ftuppty dopot WmMni l p n 0 r Mltrholl to Now Voi k i I roonjltln r 1 1 report to attending unr nn HI Ktfh Itontloy i nv IW duty I 1 Frod n formutir o n nd Wfwt tUchnnl T Ai O Fort Koorh rt to ewn n nilln ttontrftl Cimp Iffnrd to duty lnB,1920\12\17
0 tUCAKINQ IN RROClM V CURINC TMt uKe tniAA ROOT TMI r CEQlCHAUf WOODROREJ ORfN y MiORb h t J9j ifr Repair 0 MMffT y RipTJ LARGE fT JTOCK OP MEERKMAyM ANO AMBER GOOOJ I TOWN mail ORDERS promptly filled wilke ti awcK,1920\12\18
c Torantlna liru Banti Clekrxl 17th itr Amlvk l Hot 1 in Olcnilcvon Vnrk Ornn r Tet M in Mm o il l Turn via I Kk ill rlatnhal Xlraran Hnndi mn itn nt tVirtr inta Hlta Tamplrn TaKiirlaalpa Hnnil llia Tuptla Tainpl n v an Ki Mm u Norfolk HkIImiI from Kiel iTtli ntr Cairn ilona tBr innoa llaoiil Tain en Managua Nle Klnaiton V mbla iltn Uv rponl i Wiiinliikl 1 ippot tnilchi Rurop,1920\12\18
rviiijinou Casino ul the Year 1 J y Jbn iOYAL PALACE HOTELcCOTTAGES rv tlvc B ck lOWVENIENT TO ALL AMUSEMENTS DIET OrrWreh i L MANSTtlW lT AR JrMTAOUf i TiiM nl rnri j Hii E Crgtnla v and Beach Cap 3fl0 Prlvata tha running water elevator Ac Amer in SAMIJKL KLLIS Owner j NB Mgr ATLANTIC CITT IK WOIIUVH CiRKATKST PI AVOR C B dagnlflcent Hotele Mllee of Ocean BoarAilk and Bathing Heachee HOTEL CONTINENTAL llwaya open Alwaya ready Term ma4 Ktr P oor or M WALSH DWOAM 1,1920\12\18
HIOHEBT prlc j t 1 g lf outflta oamarah ftahing tarKl bin ular kuio nautl Inatrumt nta TRIUOKR Th7 6th av 4 Bryant T tMI i MI IN PTAMl P A lot of Ovr ona btindrad Ajkfl lb nand very high pr d p tagr t mpi fln Italy Itu unrl a I 1 offnrod tn tha Amoriran onllactbra iaalrra thin lot oonalata mainly of during tflk Balkan and tha treat Kuropaan w J many rare nnra amona them K IT CORTL BT RECTOR tVEARINO APPAREI PTRB clothing n Oriental rug bought TRIPPER 1ST nth av Bryant 4 An advertieenxent n the Loot and Found columne of TUB BBRALD offtre a real poeeibUttR mi reaovonau yomr hrt WlliaUb tiymt,1920\12\18
tnn China i ila K at Furniture Vase Tiiiplitji nbl T ami JUiatlu r Cement ni dealer MAJOR OntaldhheU JS70 crtiaemeitt irt thr Lost anA lumna of TUB NEW YORK offrrs n real possibility of your lost property Tli iB a nue,1920\12\18
140NTH I TUC SMATUING MUSICAL wit I i I BoirtiinliiK W SUN Nlftht 1 CD A CAV C INTIMATE j rnAWN rAT o star concerts Potmln r Prlr s Nt w at I to nffloo IJ v Hi Si Nulls VilayjtWsJ I JOHN prmwints ppium UACCNASVid SiIIH Cohan Harris Xuu t with SIDNEY METROPOLITAN 2 AtPA thi lll Panlar Moranxont 1 i Poi A Karrar C hamlw Dcottl Mtlat a Ananlan liana RUN Kv Violinist Garrlfton Gordon Cliarnler NEXT MON at Karrar Dclaunola Uarrold Danlse at K IS Garrison Bills Rroltl Stalatrata Papl TllimS at DON Ponarlle Matzenanrr Mnrtlmdll Da Dura Dldur Kill MAT at 2 IIUTTKItKUY Karrar Kornla nttl llada Moranzonl FRf i 8 I A JU1VR Hcotnoy P Galll llarrold Tiofhlrr Hodanxky AT a 2 Aliln Peralta d i Glgll Marilonoa Moranzonl I SAT 8 Pop Prlrcs AIDA Peatlnn DMttin Kingston De Mar J tltio Ilanihoyrhi k HAftDMAff PIANO USED 5 HAM THIS AI TlTtNOON AT Pianoforte ftrriwi M A J BRARDs Rrala TV to 2 at Ho Offlrr Now Fi Btalnway Piano Mitt Mrtro Mualra Hurrau I CARNEGIE HALE Bun Doc 2fl at f hipodito I A 7 A n A,1920\12\18
nw dakM uaitiy Banlamtaa waa Tkkl la prakakly na WW aa muM ha aam af MUmyo im bnpsranaaiae of IM Ha inwiit 1W m nm a truly p tt M dp ar da ilklt Caaayanlai ay mom Wit ba bt aartant htatory Mr 1 ls m manly and at Itmw tmpaae nad aad h aaac mm muotr aat oaly I U a fvna fraah tana tot with aa wnail vndarrt ndla af ta atyia Ma a a n plsaaad hla Kaarara aad was additional laterals Mlad Mate Oarrtao aa Uda waa aat In baa baat rolea Mar uppar taaaa wara eotnotbnao M rill aad aamattwaa rtaady Wit Mm aar maat af bar muate and la Um aaatat aaaallantly That aba did aat aiafca a atrtklnr dramatic funtra af Laote la aat raaaarkabia Tba rata la ana af awr vocal dlaptay da Ut waa aa adwtltabla dabfaa Mr Jdardonaa waa tba Jtataaaada whooa blaf buMnaaa la ta act aa praCaca la tba mad arana aad Mr Bada waa tba drtwr tba unhappy rietMn af a frmatlc brtda Papi ouadartad Pnr many mambara af ta tba boxes tba parforman r r d aa a preface to Mra lilmoat Tiffany par aad ball ta tba RNwCarMaa la Box 1 wara Mra Work Hawitt Mr and Mra Frank may Orlawold and Mra Jamea U Dnka Mra Whit nay Warran and Mr Aataaiu Alf ara Mra Wllllam Alaaandar aad Mra Allan Oouvernaur Wallmnn and and Mra Anthony J Draaal Btddla wara In Box and Mra Charlaa H Scott and Rear Admiral Wllttani F Fullam and Mra Fullam war pueata of and Mra Bdward J Barwind In Box SI Thr party with Charlaa E Sampson In Box 11 Includad Mra William Post and Mra Uximw Lawla Gillespie and and Mra Charlaa Bbarrlll With Mra Fradorl k Pearaon In Box I a era Mra Moaas Taylor Campbell John Turner Attarbury and Maaara Bohart Hon Alhant MorHa tlawhu waa A HVnw 4aal a,1920\12\18
Vf II mn4 Ml I inpn Ml Ch Iiirr ng I lh Rdtil Opwi H ua In M 4rM an4 King Alfonao btviiag bar I tha mral boa ta mwl hiim h r tba Ww n batng than In Kng M MIn fhaaa wrtt a tap at lha Frtnea Qaim aaaaral day a an4 than go to oi tan ta a at 4 duiatmaa la acha4wl 4 ta maba bar ft rat appaaranaa at tba Mitfofftiltaa In Fabraarr Mr M liana Hu Hratf ta aaaHiavroo ac If Tba purc aa f I at Wllaw of tba formar,1920\12\18
smokino srtxns TABLES PERMIAN AND CHINESE BUGS EEte JPHOLSTERED FURNITURE ade to order for delivery IZZ uvn factory in Y City lerCvinc EE 36ihSt,1920\12\19
Sccvcj wo 3toc XK Sa A ib o Sjunnitia Cvmitixj lineal t vetiuia Sown 4 Ckaxmuuj lui JTU m id lc Ttamtij Ccurw a JwAiqce,1920\12\19
uincj ojzcj rropontonaiciy rrtcea dly guarantee our rugs to b andise in Ch irvision of the finest woe M0LL0YEast 40th Str iiiirn i WKtMi IKSHPBEB MMMB iI,1920\12\19
Ellin Caruso Scott Malatesta Papl Martlnelll De Luoa FKI MAT at 2 lit Farrar Fonda Chamlee Seottl Bada Moranzonl FTtr at 8 JUIVE Easton Scotney Galll Marrold Rothler Bodanzky SAT 2 Alda Peralta dctuit Glgl Moranzonl SAT Pop Prices AIDA Deatlnn debut i Kingston Da Luca Marti no Bamlionchf It Mnn 2T Pp Tijr pi lir Ripn to 00 1 l1t PIWU PRIHODA Violinist GARRISON Bopr I GORDON Contralto CHAMLEE Tenor Entire Orch Cond BAMBOSCHEK HARDMAN PIANO U8ED ATATinitfAl WMPHClNV,1920\12\19
1 H cciWYM wtfrwiAMaao H JLLVf iflnm wwnMirt HH l y mm mnnusrfms itflB iFMTIMrS HQ in a musifiiRL comeoy M SjKKIE 1irB BE AHIIAW T42 Jr fv gK fif ArvLIVAiATf 720 m P 9 mm SuprnnrM gf I FRANCES WHITE JIM At IE I L u 6 G t1 WfCCHtndSm CAST orw nnerr r Buis m 7 tfTKMf mr jjUV i 3 af WEST 42D ST EVS INEES THURS SAT,1920\12\19
1 T I jT MATINEES Mnn at BONO 5CHWARZ RTTSBIAN BARYTONE PrananUd hr Aln L Flanhnr It Antonla Bnwyer Piano NT RECITAL AT CAIUTOOIB HAXX THUI18DAT 23 AT MISCHA I BABCHA Jacobsen Bonn by Brahmn Cnnar Kranck Bnlo Group by Both Artlnta ricketA by mall from B 310 j traetft Halt Box Otfto Bait bov r,1920\12\19
MANHATTAN HOTEL IOmI wlntar iot l I Modarn itiunIc brnutlful ftrnundn At Mr vice Ownarahlp Palm Boach Hotel Lwih formal mora n a batht MMil MOUNT CLEMENS MINERAL BATHS World raaownrd far Rbaaaatfam NltTtaMMr aad that caadltlaa Oprn all tha raa t rrii iNHiT fo A,1920\12\19
I l tli yrnr Over 2IM100 iriiiliintfn jfl I Kdnrallimrl Writ Xiifr 51 I 301 AV ATth St KLNKLL3 PKKlJWEdl puppy IwoWlful p d f ptfllftroo rhotcp Rhrlatmaa gift 242 JOttd KIIBNCH wh 1ptn p odl mulor 2 months for sole r wan nv HORSES AND CARRIAQRg WANTED Prlvln trnm n t unddr pounds Rood looking sound firo mRlmtypo must drlvo slngh or double and ri nsnnnhl Address l K far tli o mmmmmwi U,1920\12\19
Bryant 1 23 38th A NEW SENSATION whfch In attractIna a the Kllte to Eve Perietal a dainty TMUmNT 1 Snaked Munclea Prpn Ilad Neck and UT 1 1 Fiabbv Skin rjl Wll Her Pelerta prep aratlona are uaed MB Olvea t tclualvely tn her ealon youtlifu r phone for apolnttrenta rv SV OzMXsJL A lclnl and Scalp tnlnn llVjr AVFME MWYORIt1 phone Tnnderhllt w,1920\12\19
For practical usrfuL dictionary The Con Htrtionary now naar wlwravrt BWfcltoh to a THE IDEA OP GOC Skth Pringu Thto brilliant caaay c ahadow of modem t and aratoar aftar truth POEMS OF ROBER1 Ji tfd by RoBB Tha bard maroon lambJtin 1 to iptok rdtMMi for CHARACTERS PRC MEMOIRSOPTHB Hy David Nichol A book of itribtna t I a and and atmchad b Hhf and atyie of Ilia THE MISCELLANY Translated by Cnnoua and nM drought n rii aarff nating aubyoct daiH wwodcma cAl toff hooktelli OXFORD UNZVM mm mvmti2i 1 UXFORI standard,1920\12\19
PEUFVWE OH TOHA AMO HOW D D TOVJ KMOW WoWRE A DEAR To kmj WWED Ptm 1oo1 ITS JUS ANSfcUNA SVJCH M p WANTED,1920\12\19
sn Feedin and po ttltrn an pull out the ci nml ftpp on the nmrtcr vonr quickly rc f in colli u rnthcr,1920\12\20
PARK FOREIGN BANK 56 Wall Stre Capital fully p Surplus and Vndivii BRANCl Shanghai Tokio Pari San Fra jjB ARQHAj Transactions Travelers Le1 Commerc Foreign Collecti Accep,1920\12\20
Aboir Vitb Mh v to North Itlver WfcsT AV tpartmcnt aron4 floor both electricity lanltof or plinn mIIuiiii l l MHT il i oinri Itrondo III rentl room op Ilnirnt In lilsh da fireproof building Apartment ttVTM S T front apartment vrr desirable fhipt i 92 1 rtt mi nml tlirro room hnim laundry Immediate possession Washington n nt of Hth A 8T tlM Outside room exceptionally lame southern xpoaur sublet Borough of Bronx location corner apartmoafc lee Fordlism section ffnl Bronx 4t alrahln for dcntlat MAftflT F JOHN80 210 B 190th,1920\12\20
AtTOM MR AD STOflAQR I Vt I ITlUllU OK III IDnjNO ruoNR mili 2aoa rapt n v MKAM RTCRA OR riifl VVINTKR pai ritv FtrRt firioF 10 nKHIHRP 227 RAHT rtQ ajOO Aiilomtlilk Wanted WANTKD Cara on ronatgnment wa charf r per c nt ton for aelllnr reaulta aasurct no charge until Bold brine your c r IIW Buahwtck Brooklyn Phonr 7TB IWANTRrt Car any rnakt nil modela ri 1 nsli watting 1252 Bedford av Brooklyn Photic I fay at to TORfl AUTOMOBILES FOR RENT For litre Pnaaencer Cam A high clai pawngcr cedan enr for hlr by tlie month or aeaaon Apply by mall TV HRAL5 7 Albany New Vork city VRTV Pierce Arrow llmouatna day month KHArino IM K 77 li Rhtnelandar 0000 PACKARD twin ri ea for hire rcaaonnble mtBB monthly apeclaltjr Columbtta 11 1 K sRP TWIN Ptx for blre perfgn a r vie haeonable mtaa 0 0 CI W11 Harmon 804 434 Bryant,1920\12\20
heclock I TEAR OU mm gpKf Realty Assc 31 Nassau Str Lvn rxt Y mr jcntlcmen V it itt to dcscril A lions tnd 1CK1,1920\12\20
jrrrv Krl i u at l p mjk rflmoirpi 5ical co dv m rtrtroifl kparus uml iYATJOKAi SV PHv Ny Ktti HARy HAY rt BODANZKy HER DOLORES vunkgie sat i r i ahw alta kino bun i i tf SOl C l l PIANIST tppAM Nf v iVl OIS EIWITSCH immrflwtiwiic the knabe ih the ofttciai pi vno j p re it t at o utne 1 CiPT IMJAMJEHS Levitzki Jacobsen ir n i iwntm bv BnhflHi Ccmp Frmnck A T T A N H u g K fhy 2h Till US it H Slitnv Tlckrts by mall from M M I N fll Th Sin Cnrnritl Hull Hoi Off I ii i rM hi rl nmah night s i I AEOLIAN AT,1920\12\21
I I At Mlmon pnoumonlk It 0 Brandt Hamilton Gollogo tor 8 y ni Clinton Wednoaday I into J 10 rt NTi n i inco ix tlio lnt Buntor Funoral Pnrloi iv nt Tutwltjr ut fft Vlncant Forrai 7 Frlnoral BUBBINO On December ft If T dati htar of tlio Into J riri natta Uuaalnf airort AO ye aervtcea at th reatilono of t Kdn ard C tor on Albany f We I Train itmui GraxrJ Central,1920\12\21
might b f aaldn whar feaararn and ulhar DUANE l a a C fur braror vt tilrt bo continually pmrartad and v Moh oiiM roc to an o to r flow th t yuiit Ihrnh II Pally a w mild fumbh n oupply of aklna laaar iwuun II g ivory vrnf Imioualiv 1 A ati Iking mplo of iho do rlvrd from patting natda a praaorv fir fur HORSES AND nnlmal I to found In lark In 111 of Qurhar hora many o In the haMt of hnntlnr In that region rlfOROt bay bafore fh park w aa formed found ft fy 1J bard to ka p nut aftar If wan rot aalda n a BtlHBTiAt M fw aaootiiarv Ploallr howaror thor Mil a WANT rl lna taa oitfortnon and found on comparing nota pound ood looking I ha ivhlia thay no longap anfarad tn park typa mu t Hrlce alngia thor nora handling thrca ttmaa aa isuui Inr tvaaoaabla AaUUum L han tiny a ara afcaltta t MlTffl,1920\12\21
W 0TVW FmmIW 1797 Saaaoned Invaatinenta SO Pfna Strad New Yark l JTk Rice WtU B 100 Aflrn Ommt MH A 91 Itnllrrr llunlt 100 C orllirr i It It 80 l A Wfl fool 00 llrrriilrs Powrt r Pfil M Mlrttnnd Vconrltlp 80 In A Trit SO Inllrd Thpotro Pfil C rtiono 4000 to Jnlm Wall Pt N,1920\12\21
lONDS IN STOC1 MONDAY DECEMBE ty saler C to date RANGE OF LIBEIRT tAU Liberty bond transactions sul Closing Sales In d 3t 6 1st cv 4s 2d 4u 273 1st cv 4Vih 2d cv 4V s 130 Is cv 4 4s 3d 4 4s 1928,1920\12\21
L Canadian Investments PreaenJ ratei of rxchatw make certain t anadia tin particularl attrarfjvr to Stalrj Invjfort W peciahre on Canadian Gwv rnment tvi Municipal Fkmdf Write for quotation II CHBurtesscCa GonnewM Municipal Bond 14 RINfl TORONTO,1920\12\21
MTn ava ir oajor liirra rr Had for anaral rrrroltlna sarvloa to D a ion Mafnr s Vlnar and Flrat 1 CI a Ira I hnrty and Harbart apt iMIIWd Hanrv H nf Oblof First nfflea Transportation Parvlra i Pktar Corp Washington Capt John nort to Cht f First Idstrlof offloa Qnartnmiastar I i fttti Rtobard p tloykln procaad 0 K 1ttay Otnrrtl Hospital Otaan o Cany Jarkson First Unit William Inn honorably dlsolianrnd Capt ar to Camp Travis Capt C Pratt to Atlanta and roport to dapot tormastot First Unit nirnla Rrun J to Ro totf for duty a pro party auditor htat plaoaJ First Maul Airy Cums to Fo svinaar and raport to comlira offlrtar C pt Fdrar NlrVum amp Major A Marlllat 1 roport to lOrnmnndlnr lanrral Hl th araa Flrnt Harry Flpr n ar amp m First Uaut Frank r to Camp Ffn t Uaut William II lar to Camp Id wis First Uaut Rohart ompklns rapndf to rommsndln flonaral tb Corps HP IV I Forardl to in to taka statfpr and raport to Cntaf n nalnaara Ma jor T M Roldns to ilnaton Major all I Patarson to I Idanro Jt I taka Fvatlon nnd roport bv to Cbl f of Capt William R llll lo Camn A A First a Roadlna Wilkinson V Camp Jarkson F to Travis Valor aoa W Klrbv III sssitnv of ih,1920\12\21
prr roprndiirtlnn nlorit W hln ton 11 irk Cnn Humid P ond Copt II ird Pfcnowlty to Comft Trovto i r Major It En dp rt Rllry Font to Sront Motor McTltrroon to rtown Arornol ft rrport to ilnty t r Honry t rport py 1 mmondlno rjonrrol Elrhth Corp arm 1 Honoton Mo lor Clorkr RIAion to i Povpno Ft rot Unit Tomp N now At Hohokrn to ttrto rtty ontl t to rofnmonrtlfio nfflror Woltor prd Al Mnoplfol Motor Edword I n Ai Amnion V Ftrot Enpon ipport to rorrnnOndtnp offlorr Cpfl rt i for ditty Motor fronlw ft io to Camp f tx roport to ronvnondlpo a ot Copt O ror Nottloo do JTpit roport to oommondfftc offloor w,1920\12\21
VAmilNOTnrf BQITAKhJ I room apartment i jwSir ib uMi 1 NKW I hMI rttWM vator Im 11 aerv huflnr nil ho In 1 r frrrnoe rcipilreil 210 mlenl on premlaea Van Voorst Ap rl lilKl npnrtmi 122 plane liepaeeoa mt W t 1 room par iTxril Itli an J floor Hi Haht tOephona J w r 1 A hot 14th M to 5Mh It Ilnrlmlw flft H till Wait Root Kaet niter to orth Rlter lttTH Waat At ITTM 111 ICaat ronma tlum hot water room aultabla two aleetrtrtt pa rone floor telephone Teaefeet t,1920\12\21
JLJL 1 lii 1 X RK STMENTS LTS i Colontal Ofirs 222 Broadway 4 Rue de La NtW rk EW YORK i,1920\12\21
GAIETY IVy Aid St Mat JOHN GOLDEN preserts DTONI1 BACON SilWftil H L 3T ICORT KXTIStASfHS 2 JIMJAHJEH WEEKS Tu6 SMASHING MUSICAL WIT METROPOLITAN at R13 ELISIR Garrison Ellis Caruso Scottl Malatrita Papl T11UUS at 8 DON CAULOS Ponselie Matxcnaunr Martlnelll I Lma Dldur Papl Kill MAT at I UITTERELY Karrar Fornix Chainloo Scottl llada Mnrannml KHI at 8 LA JUIVE Easton Scotney Galll Caru llarrold Hothler Bodanxky SAT at 2 MEITSTOFELK Altla Pernlta debut GIkIL Mariiones Moranzonl BAT P op Prices A IDA Deatlnn La zHil debut Kingston Da Luca Martina Bamboschek NEXT FP L at 2 1 to 13 BLUE BIRD Easton Gordon Bundallus Ellis Delaunols Rotliior Wolff at PAGLIACCI Dcstlnn Caruso Arnatn Moranzonl CARILLON MAOICO Galll Papl WEP at TRISTAN Matzcnnuer Gordon Sembach Whltshlll Ulasa Uodanxby HARDMAN PIANO USED NEW YORK SYMPHONY ORCHESTRA WALTER DAMUOHCH Conductor AEOLIAN HALL SUN AKT 28 A Midsummer Night Dream Hi A A OtA,1920\12\22
r r U Ih An Ideal gih tor Cliristma well selected high srzdc bona B i c ncf tmf cufreai rf o fhg,1920\12\22
W IT KXCnAXOEA XfrcH Rice Buy Sell Aimrtrun ln urn RwtlAHRC linnU tllftiln CmnliripRtnl ln nmrrr ilrun Full ln nr inrR Orcnt Ainrri n IHnmr lnnnrnficf Rlflrtn Nntlonnl Pnrk Ilnnk I Plrc Innnrnnro Wr r Irmurunrr Rice rnonM 40m n 4010 John fl W 1I St N V 1 n n,1920\12\22
